Height,Weight
66.78692724,165.4312422
66.80584984,176.5658186
67.8860138,174.6520347
69.17357692,195.2375293
70.22492333,205.6844384
64.85579918,158.3414424
67.82109327,169.0810083
63.44024747,135.6558759
71.84843485,218.1574695
66.72807365,155.8995413
71.96830565,201.5281774
76.02134748,235.9260606
71.47610128,195.3926176
67.36980864,176.6361636
70.55524376,198.4602486
69.86710128,185.71691
67.94757004,177.3477798
74.10455886,215.7597035
69.1678363,187.0224203
66.55722857,171.5878843
66.70160499,172.8398091
67.24606495,168.2802869
69.05138548,163.8204889
70.67274718,190.0234342
65.49899512,156.8699517
65.18722085,172.6064826
67.56814301,169.063983
73.81538569,231.3745081
71.60656421,207.2504768
67.72474924,172.1527722
68.23113195,199.827758
65.92942171,168.0904122
71.54849571,197.8196148
69.16438112,196.892315
68.59765932,180.2217801
71.05751089,189.1340124
63.64405958,158.4227173
71.1824554,208.9226827
66.12867317,187.1411195
65.05737312,157.5824315
68.09137436,181.644445
70.9931439,204.7466782
74.22117488,231.1301898
69.32711818,186.2584296
64.93134219,181.0938696
68.34684231,198.9209797
70.92912508,203.3704632
61.4778092,161.0287521
68.49081272,189.8066818
72.04988987,200.2028285
72.52166703,221.8626503
71.23391139,214.0601482
72.25911519,201.7014216
67.5650399,187.1870936
72.26760699,196.5274669
62.600248,151.7207037
66.23643729,167.2975303
69.65043741,198.843696
69.28592141,178.789548
70.72527874,193.5392521
68.82861496,197.737905
66.01442823,184.4618115
66.41488206,155.1947717
66.61562439,160.9919899
68.03482178,189.0844617
70.50239804,172.9857771
69.15772949,195.8952569
70.79502261,215.7464553
65.19437712,166.7073731
74.78571432,239.4643429
71.06690628,184.2792458
69.33419779,199.9838909
69.89920395,191.4122311
64.42519379,169.1094014
67.8521307,194.7445225
67.54906949,183.2665331
74.76744684,210.3699087
71.41894599,198.0424839
67.12034439,172.6640904
69.85958791,197.0708562
68.43081339,190.50581
67.93348261,184.5554831
68.49534316,179.9298166
65.24414341,159.5032198
70.18535205,197.8845071
71.10413316,217.2696052
68.44757854,187.907426
65.42057682,176.8616842
67.70078811,185.1482021
74.22306306,223.3080403
71.16724587,206.9429818
67.23077189,171.0169406
67.88055919,175.222848
67.37637547,173.3103956
68.76124693,181.1259735
71.7052725,202.6090083
69.38099479,199.85092
73.71652763,223.5147223
69.45337621,219.2617067
70.78628981,211.2160809
71.76846374,200.798983
69.34345396,208.8097753
65.28602551,161.4200817
70.92184441,207.8359446
68.59666269,180.8312378
68.60379643,176.8154762
69.47874412,194.6037685
65.93089621,163.0084317
68.5233453,173.2706572
73.92912413,215.6200354
71.19793782,210.134529
66.55658687,185.0423241
71.74227623,187.9653554
69.74482933,188.1811248
66.75065413,179.5420171
69.69242226,211.718429
70.40351683,197.6921421
69.01973611,186.287992
64.73228716,166.1060724
70.99807444,188.81177
64.45981425,161.3787732
69.74952258,193.4762588
71.52684881,189.2822461
68.32791586,207.7849246
70.76472016,199.3230943
71.41904963,209.8582566
69.39047409,180.1754728
72.00173222,196.2144145
69.19147497,189.4388404
66.16636328,165.5146074
67.272143,182.3943347
70.9158354,189.5576375
69.11988779,189.6259141
67.40902587,170.1913254
72.93864904,216.0974547
70.4909287,177.0677744
69.00825946,196.0511888
66.76210992,167.7004962
69.12066373,179.6078701
73.12626719,220.6614051
67.4868239,164.2952413
64.95507833,156.5447863
67.78248907,183.681029
67.6623988,170.3054935
66.47639701,168.6272639
72.9870702,209.6379745
69.56323228,195.346027
71.00356014,194.3226014
69.91563736,219.3679167
71.69714179,205.1617483
67.64994086,178.8826337
68.29555456,181.7249315
68.68725567,203.5603338
68.91577165,165.1558987
68.96087967,197.9314296
67.2472352,173.284033
68.91586364,183.9477889
65.8385445,139.5340469
64.67107555,160.1885313
66.29589772,163.6040022
67.09758575,193.9551074
66.99828973,189.8933425
70.9619709,184.223932
68.4208722,190.7955422
67.65252759,188.2006794
75.62019316,226.2077799
70.54924202,197.8793731
68.89083891,190.5134869
68.28453192,176.2465834
64.99507826,177.7270945
65.57577154,173.6915922
69.30608824,210.4636875
65.70471542,170.1005633
67.80399101,173.4598918
69.21614731,184.9366903
68.01500601,194.2869459
61.92694894,149.1496848
67.26636272,192.4707696
67.67682185,179.750808
69.97090362,202.863293
65.31346154,163.3573315
71.90600544,217.0277146
66.23390404,183.1612325
65.81494282,166.5836105
72.84494786,205.2508892
70.94944345,189.7030888
71.34380763,218.5863364
71.05566416,203.139433
61.92554729,139.9050703
68.76245756,196.2938059
67.58394143,179.9370112
67.36169467,164.1459224
65.87915656,168.1748644
68.69476215,189.7425419
69.53486155,195.1703915
66.63469083,190.4679588
69.80990157,204.4265983
68.67987369,196.1516228
71.61517875,209.6707739
69.68979533,190.9334005
70.90108637,197.9448324
68.00581399,186.7803378
70.61574398,188.6638321
71.57119416,176.3766428
73.01286326,209.3294834
60.74811787,136.1678657
69.08211963,190.9351825
69.33873763,191.4456543
67.75713771,184.9382299
76.02708186,232.313471
72.22761616,201.778854
68.92104135,188.3288071
65.33492768,174.6556973
65.93240345,183.9433388
70.46668931,187.517442
73.18104362,213.8474529
68.55087969,175.2195188
68.52940825,169.5448054
63.59645542,144.5919224
67.14424123,175.6791902
70.81637062,197.1984016
73.53028481,222.9259167
66.14106892,165.4045453
67.90684975,170.4172312
71.43337582,216.6339997
67.1126798,173.7075042
73.28391797,217.8960397
63.67258315,161.0131458
69.2253203,193.7563258
69.67012402,177.1191607
70.48544817,204.8274497
69.00467787,176.7318925
68.45789401,192.7618857
66.02473378,166.9610205
69.31816913,186.7379955
69.07774056,188.5061787
73.56227037,208.3614918
66.08768889,161.4958143
73.52598433,214.9664592
69.67906022,205.1334355
66.67678112,183.1973068
72.96166547,208.8950443
68.24687214,207.9255765
71.95662589,210.6638278
71.05863335,204.2728377
66.97694995,195.1987301
68.47800208,190.6860225
71.28444139,199.6353266
64.98045629,166.8215473
66.76188387,178.797509
68.76616172,185.7721575
68.99254357,193.7549909
71.2951946,228.8005161
69.0494784,192.3497017
66.54148202,175.9834911
68.51552345,176.1412392
67.45971531,177.4825249
71.35738241,201.7607769
68.59040604,176.8430799
69.73608671,185.5242604
69.83385707,188.041029
72.41058576,189.3844383
65.43459687,166.096744
66.26765677,170.2501787
69.97430087,212.804259
71.20919422,196.1455062
69.93740019,202.2790697
71.38602219,201.3320069
64.58878167,158.4540944
68.79298442,174.4894863
68.44574673,183.7833827
69.20157812,188.1035061
69.42601731,176.1934298
69.6062252,194.2007119
72.88170697,194.1995089
62.17833122,145.8988424
68.87470662,191.8337092
71.08008356,209.8535536
72.18253412,201.2614644
72.06275498,208.7818534
67.38005789,182.6734054
67.93463453,166.4350688
70.80193026,193.3935426
65.54912127,178.4481797
70.19122448,205.9417907
71.77899537,199.2098424
68.13028842,192.0295666
68.35948256,175.2608644
66.09035701,170.0064451
71.58012314,205.3475962
73.53666772,196.0432951
71.11553184,208.1452566
70.79430255,202.8907578
71.72906048,188.595024
63.19653037,162.4297274
68.10111341,182.8523991
65.85609973,157.3174614
68.3464565,178.6759921
69.56022893,187.2174859
68.72830407,171.6209666
70.15827765,200.5341783
68.92333665,193.9273604
64.3001742,155.489729
70.45563306,192.527905
68.62406319,159.8624674
69.66475174,176.2592744
69.05888454,171.7089263
67.22698623,181.7096189
66.11579969,171.3866592
68.61738735,179.1320246
69.24901281,187.4693714
69.64190618,182.0045223
72.79702836,214.4740355
75.04399507,208.526427
70.97268413,190.2219929
74.38801243,217.1437905
64.36216387,156.0738985
71.32700107,206.3851911
67.17202444,178.1527814
74.40167189,228.8383958
63.86792096,174.4733629
68.88599177,164.2149026
72.13199022,212.1572757
68.40372617,206.0149398
65.09265639,167.433533
69.22967912,195.2186397
71.94778826,209.1754891
67.46299066,182.3012856
69.31290864,190.1851469
63.73104817,160.3449039
60.6798174,129.3010238
70.66332308,195.6263191
67.59403113,186.7514169
74.64950788,227.5006451
70.46707885,197.187532
71.94401052,209.5562827
74.02575081,209.7592721
70.78222816,220.4367864
64.72725696,169.207937
68.38302408,185.8456168
71.4692208,192.6914931
66.94445374,177.0260878
70.796979,199.9473831
65.29243478,168.7102903
61.75400983,123.528143
62.48067131,160.2422382
67.80567987,197.082611
69.52599428,161.9709376
72.50075663,201.6550559
70.48529474,194.7861983
66.68973599,162.5654067
71.29191758,175.8109677
71.7967672,209.3793102
73.05634425,204.4603316
68.85335437,210.8690842
66.04544386,169.3262842
73.98590142,223.326105
69.25161788,192.9468911
69.34065722,172.9048014
70.97626497,191.5721536
63.56127763,157.1195445
69.77015095,182.7954943
65.18847756,151.8869422
69.97894082,193.3410828
69.75059715,185.4279701
71.17143115,195.3823108
70.57200178,174.1968873
65.65108952,164.6498139
67.13841414,163.8450013
65.91808694,174.7199581
73.78663644,212.900556
67.73725134,172.7942606
65.54407625,171.9803313
71.21391257,195.9234165
65.59235403,174.8153485
65.66755448,174.5668558
61.97273588,140.2777497
73.89993869,215.5597033
72.34218364,215.8582339
70.31169434,184.2438603
67.11556435,168.2021671
65.93248176,151.3846182
67.22774502,185.9701609
70.11434363,203.2417318
74.84149972,223.9456703
64.52730263,148.4721859
70.05125469,207.1946473
71.83316878,205.1930618
72.83673969,209.4224843
73.30186575,199.1669287
66.39319245,165.0646095
66.51516196,180.7605348
69.27281261,202.2987602
68.23195393,195.2619903
70.41386903,184.2326617
69.72688521,188.4537597
65.51073389,157.2050253
69.13726936,196.5523243
73.6661888,208.3661793
65.89275253,158.1849857
68.35442896,184.598428
70.42473053,197.9075211
72.08020115,202.8672367
71.71112479,199.080779
65.72916187,156.2239585
63.8983382,168.299538
70.31600971,201.5106881
65.78872979,174.5848799
69.82746419,196.930792
68.33115009,197.7567703
67.74158927,165.6432833
75.03388944,232.8861171
73.40405852,192.7324047
69.55476188,192.1816687
64.53903978,157.1292772
67.54676147,163.4952026
73.09647798,205.157578
66.55398107,171.4285919
73.99160419,208.9645836
70.86268806,209.759114
71.5687337,206.2604578
65.83839113,177.2116966
70.27553366,211.7162538
61.773522,149.5148392
74.82494531,220.3363669
71.60514585,192.4279136
67.26010358,163.3865127
70.92419443,199.7783726
75.05966865,218.583688
73.10087624,223.2064516
70.66199203,217.9518826
67.14466735,171.2077789
67.12315343,147.5379562
69.52494396,170.0371863
65.22469166,160.8360745
68.41046282,185.1277355
68.7634637,177.0833882
67.93686881,188.8840968
69.23782869,159.2448862
68.46572392,188.079276
65.6942936,150.9606196
69.43099805,172.3258812
66.13539142,166.3638187
70.87704813,186.3398244
65.973065,187.6583791
64.93911542,163.8801985
68.36860332,196.9495064
69.52555131,189.7073988
66.45560214,188.9748473
69.47458176,177.3439177
68.7300987,184.130432
73.78127448,221.2400958
76.50188334,217.8823464
71.22570192,199.182763
64.50621045,164.5003666
66.50381494,163.2698893
69.21041304,187.6248203
63.54636972,150.3466585
69.73112843,202.7071024
68.60820846,181.7248365
71.46413025,206.5908567
69.509488,203.9854155
73.75963574,231.6086709
68.27778676,195.1899302
72.45463342,200.2900045
70.76919327,195.3530575
70.45214074,188.0988373
68.90409885,194.6597698
69.23842719,197.4120914
67.27784728,156.4163422
71.46376469,207.768535
68.84063351,171.9211499
71.40596471,216.9232912
70.14487407,190.5853768
70.67969103,206.1198392
68.54111605,201.1088923
71.43472691,206.5940588
65.22082048,158.9871861
70.77315142,208.2235661
69.76009479,187.8120619
63.96253068,168.3494568
70.30416327,196.8350517
70.31684922,205.5218858
67.40540788,164.5743913
67.12150305,167.1915272
68.37757989,168.9973239
69.57823897,184.2198182
62.53225328,168.1533262
69.33682153,184.1194153
66.78746728,172.1754663
75.39129223,218.6046973
70.21362908,189.6582738
71.10356362,196.7599362
69.79388789,181.7231932
66.47184446,175.3891518
70.71371409,208.7104386
63.61871729,162.6749752
70.54927972,191.3188108
67.40282109,192.6726758
71.4351749,213.3377733
68.59340514,187.4025309
71.45232654,203.448273
70.69878995,189.9854788
71.39146448,197.3070586
70.48564317,193.359947
74.40818786,226.7010229
63.40042323,185.188138
68.39971912,171.3291085
67.42985418,175.1243663
70.81199997,196.2211135
67.11027101,194.7523537
67.7282199,184.4684504
68.55083219,179.5567899
68.61948497,192.6056386
70.60576101,197.3412472
67.08678122,164.1757008
65.31170819,167.3277028
69.92414675,185.8665843
68.36463488,193.9817476
70.86980492,205.8639345
76.01230001,235.4379661
67.96596781,176.9667279
69.76508744,199.0264276
69.56867239,200.7040517
71.56001874,213.9785966
70.95804927,201.6633373
65.44092231,144.1320269
70.97612452,202.603188
67.99285124,183.9580892
70.51851509,199.568441
69.10919144,176.045407
71.6055731,194.9325685
69.88955858,203.5183265
66.45689878,166.6846488
70.29135418,207.5085426
62.6199652,152.8529747
66.62168183,146.2308047
65.35028818,156.7613371
71.60673989,209.9649432
69.41291443,183.9021104
69.89381359,200.7968545
65.66595856,164.2156392
64.40827325,154.6410416
68.62688583,189.4492405
69.60028264,176.5948886
67.45323124,173.2722178
68.1699946,185.2531099
69.55361404,203.8110909
65.74729799,182.0516903
73.12239315,201.703778
66.620926,177.8426553
69.14590899,202.6281961
65.96579505,186.2254307
67.20326642,185.4540072
65.45395717,175.844485
73.03009203,209.5878005
68.3172449,179.370856
66.33428146,165.3682765
72.36198348,198.2629703
67.71742749,184.9318042
70.4775913,200.2479962
71.16299165,199.443989
69.35477956,202.3322157
70.09723765,201.993728
69.2972917,197.3587607
63.30996928,157.0035437
67.88722989,183.3433272
73.2029699,203.0231161
73.1411551,193.9260342
70.89598255,195.6013653
72.14269267,214.8539253
72.13277787,184.1471888
71.20661874,193.74326
66.25215051,170.1094996
72.34158877,205.6996211
68.06892211,166.2635001
71.39730891,198.4067338
65.72603205,169.6752603
67.11044742,160.0502853
72.21503491,204.9377601
63.00978308,147.90182
69.56915521,180.9498234
70.40400168,217.8372448
68.0302156,189.3616398
69.77791032,176.0902893
62.07863519,130.2772749
65.83441968,159.3191151
70.78093604,191.9681779
69.57143021,182.1541392
67.32706481,188.3517257
67.81460188,191.7600018
66.68224277,162.7669683
69.63970875,197.5962131
64.7742374,182.5898441
73.96294107,200.0071609
67.93338384,184.40952
66.77003947,165.489768
68.93635758,176.6521792
76.43455871,228.8729906
68.99614537,180.3509244
73.50183962,225.9722183
69.6031034,189.8166449
72.06737999,202.2620741
70.48922454,178.9187142
67.03485056,167.0442331
66.1841085,172.6376115
68.6942095,179.9625088
66.65323374,160.1474361
69.83865708,178.3924826
66.24506481,154.5886896
72.81103161,208.8488465
64.47474696,169.4306343
69.75447933,181.6410489
70.66144439,203.8447916
72.47061849,184.4463253
68.17153285,199.7018115
72.98717143,206.6293992
70.53356477,196.5843459
70.04695307,190.0024052
69.01606716,196.7639075
73.54916227,222.2974921
68.11809783,180.0656094
68.28763703,178.4325977
71.52704769,202.7487397
73.39654293,220.9457607
69.84456408,198.6302782
70.15196588,203.7344808
66.29972587,150.1493613
76.49293396,227.139296
71.0323852,186.7624875
66.63104094,170.4211493
66.07553682,182.4280025
70.61316241,187.4720235
65.20348068,158.6645552
66.86186129,175.7972754
73.7579983,220.770232
69.89808607,195.7589355
69.52731972,189.0273679
66.74447747,154.1268504
69.07449203,179.3868167
68.56175073,172.1953637
70.32255001,190.4617768
71.94912042,208.0889465
70.91655179,191.883267
70.37112335,197.3824157
67.79647715,189.6831513
68.69999563,208.0681993
69.1146318,188.7172726
67.69710365,187.4238964
71.28033023,217.9035994
71.42757519,201.8428087
71.04335632,204.6277277
64.72625594,143.3475655
67.14815944,182.031248
72.29169703,202.1043716
70.24286617,192.7961126
64.45785785,158.9166993
74.46498854,213.4821026
65.29891515,162.8182755
72.74952611,212.1807188
65.71817875,155.1755428
68.89009494,194.6814346
73.03840861,209.4753881
69.86074638,198.3218281
69.86119695,179.6624965
71.76556166,192.6903832
66.82084589,179.8015682
67.78769383,190.5067956
69.25071385,196.1411445
68.92967211,180.8264574
68.99710986,186.635313
66.37399493,167.784391
66.37651933,179.4688864
69.05456976,181.3603512
65.6674754,161.4222109
62.75287752,149.759706
66.57798671,161.2018906
67.27217066,187.3633658
69.83655165,176.0116733
74.21643094,238.5694509
71.23052856,209.0328768
70.76286513,194.7965673
67.87895388,163.7244326
67.11452669,182.5124511
66.53981222,175.0932547
67.09121866,180.8807246
68.89341765,172.6542379
71.88269674,207.5756136
70.53187611,194.009473
69.2081082,187.8671025
66.85473775,161.2239648
77.16080089,228.7073009
68.19853732,176.4568284
66.79579309,186.9938986
74.07020621,218.4235845
69.69174305,184.6189529
70.48275741,199.359224
66.20296361,164.6344637
71.85788791,193.4299898
65.97520718,171.0768314
72.67696109,217.5614154
69.81202171,188.0649839
69.04314598,178.1848175
63.85067839,151.9966615
64.90978524,145.1761359
65.04544401,147.6602601
68.87439619,183.4385392
69.9822195,178.3484391
62.70930371,152.8204681
66.92343676,173.6342571
67.26904397,180.0356727
72.12252553,200.3368056
69.61140326,170.2961967
65.18470087,166.7385547
74.08027495,194.7788543
61.12182863,152.7911301
68.32145287,206.4261469
63.9529284,164.7714754
68.58137352,181.167061
64.92590896,185.0018542
69.65975352,209.5204246
71.12075332,197.345436
62.80419071,148.6050424
70.81126171,201.2242771
69.54951057,199.1938148
67.0323462,188.4596891
67.39683425,178.3001966
69.37184333,173.4301696
74.54513694,218.4375679
66.55652499,173.3868302
67.25995282,186.3207972
66.00196773,165.1677228
67.28350742,203.1357596
67.92463364,161.6708278
66.05763381,164.4705039
65.84458046,170.7923569
69.03106285,170.3101222
70.32711641,192.4971609
66.53430651,166.371258
71.4716749,196.54096
70.04693077,183.6196208
68.60571056,187.2913919
68.98238073,178.2824095
73.7888849,222.3975605
69.07281082,190.587913
73.18794911,204.103817
68.67738441,192.1962461
64.92233626,179.4090919
66.11122914,192.765581
67.74898985,169.7402721
71.81390356,192.8164417
69.19544122,185.7291961
67.40717166,188.5940922
69.87663341,179.6809303
64.36667672,162.4950825
67.49285386,183.3837802
73.12243321,221.4459021
67.65294548,188.8898645
68.53790185,191.8229143
70.72475802,214.2615182
68.23015031,182.3828222
67.69712341,163.9398786
73.71674275,198.4622269
68.85845722,187.3950858
66.47376597,175.9473678
69.97228132,188.6259112
67.55618322,200.779691
74.27201865,209.9374928
72.09385998,201.8626584
69.56977967,182.7948442
71.61408945,206.1634325
67.13854961,171.8769664
68.41565126,171.3212163
78.09586747,255.6908348
68.6426276,178.8167946
70.02684189,186.3587022
74.32567701,220.8457275
72.23163624,202.1371601
67.6666641,193.0816469
66.42418713,157.288088
65.07111347,180.7565256
69.1569821,206.5151903
67.8053119,180.0045482
68.23874539,193.9838213
72.54885198,203.6275837
74.05642685,211.7305173
73.23678822,201.0998006
72.83768488,212.2040396
68.2698199,167.9107289
70.07181913,207.0866751
71.73869477,185.8426218
68.6739597,172.8471849
70.18213939,184.7233308
66.9466142,182.3697168
67.67598854,188.3113941
67.90357319,168.6779132
67.19943211,173.4885993
66.99786196,178.0573356
66.0297085,174.0582354
67.8142859,192.066392
71.44765151,191.1771577
70.07932331,189.5959602
73.72161324,210.2235006
66.38800664,159.376926
68.19608778,189.8749292
68.27535973,176.1790688
65.93964742,177.2854147
66.87187788,170.3239575
66.19800895,165.9333275
73.30301022,232.2506433
69.28503609,206.883393
71.76976166,200.356448
63.63948265,163.2579018
72.16154497,188.9133324
72.00328044,207.5421208
68.16583681,173.4564553
69.0848968,189.8567859
67.18845052,169.8908229
63.61501878,160.7876538
71.72061161,211.0075801
70.47512584,193.8573561
72.86758744,217.3352533
68.16284382,176.7418313
69.6791497,203.3170123
63.00004749,165.5559659
71.75812504,211.7374418
71.62967826,201.5038128
71.06410538,200.6841596
70.11514441,189.532927
70.44887435,206.4997442
68.54146741,173.2997216
71.33392078,221.1220336
67.18093863,169.8294539
73.10634428,219.7866042
70.88748661,182.8879477
71.91022602,198.0788255
73.56929781,216.6177778
69.80157523,203.2583751
70.62786979,185.2469766
66.31457674,148.2657302
70.26935973,192.3070268
70.97870259,206.5229741
70.31506637,181.7894088
71.51370053,212.7287049
70.99854621,195.9590447
66.69530922,155.1289645
72.65899957,207.5063787
66.51004277,181.9381761
66.57823462,164.1170304
66.72468017,185.3139113
69.29554648,178.1753698
68.32298231,178.4131887
65.79795305,162.0277356
70.12376143,217.425675
69.06408861,189.8066455
70.90773669,197.216552
66.75412981,178.3828125
68.58935913,178.045314
70.97378777,184.9826013
63.17859731,153.6068331
69.90321098,221.897619
67.73372088,175.5643397
71.09295626,198.8291173
70.12179615,189.2795225
65.78802419,166.2769877
71.50724241,202.5184575
71.71549797,220.273901
71.45441131,213.3365925
69.38563588,171.3312485
70.15126491,191.5682599
72.10911232,200.7017307
71.62028583,208.7557182
69.20709959,172.7751627
71.10562694,188.8392852
67.06830402,187.5734938
75.99995705,224.4404592
67.9863736,170.2762478
69.38134598,197.2814443
71.42394644,195.3649152
70.47139727,198.4191385
71.85984886,196.3512998
72.71616603,195.3564313
72.92136714,213.9244864
71.76174731,201.3157707
74.66919682,227.4603038
67.32371432,157.0299355
70.55500396,192.2607453
65.18093656,169.4596309
69.73101343,197.6395496
71.75142255,215.9353939
68.97041418,173.2923443
65.04122113,163.0041411
70.02080933,208.6097832
71.03482922,202.039446
72.87153874,229.7407531
71.92022184,202.6092747
73.96772269,227.0223469
65.66451791,166.4436809
70.85793198,187.1053638
68.15658922,181.0517424
67.17791659,175.3521086
70.85695017,197.727299
63.81097455,166.461038
66.94959112,166.4413849
70.2806923,187.2586923
70.32349325,186.0655322
70.56606384,205.0526852
69.29416757,189.4633636
74.3892257,210.1443121
66.89231469,186.2040058
73.62154397,206.4922129
69.09056319,189.213646
67.54202278,168.7614795
62.92194889,144.1706444
68.85015225,187.5787042
69.61178285,193.6353663
69.51565854,185.348837
69.10691697,188.2451032
66.82276322,166.1711851
71.11214408,202.3577195
67.76171315,191.544634
66.5607406,162.0180876
67.10251954,175.9579827
69.58211124,193.3671981
72.28040043,192.6915216
69.20766611,186.1774738
69.02647455,198.0143768
65.43505946,167.7279617
68.46557156,200.0101569
71.96301518,199.9816203
73.75955023,217.2198008
70.53251302,194.3022593
69.01333502,190.5135138
73.61198537,236.7805375
68.49107214,181.2112391
64.09161305,151.6431035
67.97215983,170.7156931
70.83455355,197.3886665
71.64757981,200.2865087
67.31149854,158.4352052
68.24300184,186.4231978
65.47722474,166.6541431
70.71103014,204.7557801
67.17611536,174.5790245
67.74920685,178.5836266
68.45490383,185.3776732
72.3003079,194.7232532
65.40287453,159.6054441
65.64258414,162.6855211
69.44242118,180.1375203
67.99840926,171.9236336
71.69276566,191.902096
73.60300661,219.5125216
67.27719753,176.3087197
72.12491003,215.4434005
68.61581202,194.1208449
